Kale A.V.M.,,Castle A.V.M. Güven Mah.Eski London Asfaltı Cad.No:89 B30 / 29_30 Güngören,,Istanbul Europe,,,Turkey,,41.015487,28.877758,,,0
Camilo,,Celaliye Kamiloba Cad. No: 632 Kamiloba Büyükçekmece,,Istanbul Europe,,,Turkey,,41.037923,28.436685,,,0
Canyon,,Buyukdere Cad.No: 185 Canyon Shopping Center Levent,,Istanbul Europe,,,Turkey,,41.078377,29.012304,,,0
Karabuk Onel,,Karabük Onel: Bayır Mah. Kemal Güneş Cad. No: 92 Onel Shopping Center Karabük (Dükkan No: 322-323-324-403-404),,Karabük,,,Turkey,,41.19613,32.615826,,,0
Eagle Beach,,Ankara Cad. No: 34 Eagle,,Istanbul Asia,,,Turkey,,40.888621,29.187128,,,0
Kayseri Silk Palace,,Sivas Boulevard No: 182/206 Melikgazi,,Kayseri,,,Turkey,,38.732268,35.525675,,,0
Kayseri Park,,Park Shopping Center Alpaslan Mah.Eşref Bitlis Boulevard K: 3 No: 130 / 131-132 Melikgazi,,Kayseri,,,Turkey,,38.726711,35.518092,,,0
Kc Göksupark,,Kc Göksupark Avm No: 8_9 Eryaman Etimesgut,,Ankara,,,Turkey,,39.987276,32.646688,,,0
Kemer,,Merkez Mah.Deniz Cad.No:41/C Vakıfbank Yanı Kemer,,Antalya,,,Turkey,,36.60083,30.56785,,,0
kemerburgaz,,Göktürk Village Istanbul Street Opposite Kemerburgaz,,Istanbul Europe,,,Turkey,,41.179299,28.884259,,,0
Kenan Evren Boulevard,,Kenan Evren Boulevard Kahyalar Apt. No: 34 Nobel Medical Center Cukurova,,Adana,,,Turkey,,37.036038,35.306989,,,0
Konak Pier,,Konak Pier Shopping Center Atatürk Cad.No:19 Konak,,İzmir,,,Turkey,,38.422,27.129932,,,0
Konya,,Ferit Paşa Mah.Kule Cad.No:8 Kule Site Shopping Center Floor: 2 No: 219/220 Selçuklu,,Konya,,,Turkey,,37.889277,32.493518,,,0
Konya Ereğli,,Konya Ereğli Park Site Avm. Sumer Mah. Rasim Erel Cad.Eczacı Sami Sok.No:3,,Konya,,,Turkey,,37.507493,34.049874,,,0
Konya Oval Bazaar,,"Bosnia Herzegovina Street, Osmanli Cad.Oval Carsi, No: 14/11. selcuklu",,Konya,,,Turkey,,38.009987,32.525944,,,0
Konya Real,,Konya Real Shopping Center Doç.Dr.Halil Product Cad.Yazır Mah.No: 30/23 Selçuklu,,Konya,,,Turkey,,37.950425,32.495487,,,0
Kozyata Kozzy,,"Bayar Street, Buket Street No: 20/1 Kozzy Avm Kozyatağı",,Istanbul Asia,,,Turkey,,40.969701,29.091745,,,0
Kurtkoy Atlantis,,Yenişehir Mah.Osmanlı Boulevard Atlantis Shopping Center No: 131/132 Atlantis Avm Pendik,,Istanbul Asia,,,Turkey,,40.928509,29.309741,,,0
Kuşadası Kipa,,Değirmendere Mah.Süleman Demirel Sok.No:223 Fc4 Kuşadası Kipa Avm,,Intellectual,,,Turkey,,37.811939,27.280354,,,0
Kütahya Hilton,,Hilton Oteli Alti Bazaar Shopping Center Ground Floor No: 12 Mithatpaşa Caddesi No: 1,,Kutahya,,,Turkey,,39.421124,29.986322,,,0
Levent Industry,,Industrial District Sultan Selim Street 5 / A Kağıthane,,Istanbul Europe,,,Turkey,,41.090532,29.004591,,,0
lüleburgaz,,Murat Hüdavendigar Cad.Terminal Opposite Kipa Shopping Center Lüleburgaz,,Kırklareli,,,Turkey,,41.402548,27.344505,,,0
Malatya Park,,İnönü Neighborhood Çamlıca (İnönü) Avenue No: 178,,Malatya,,,Turkey,,38.350069,38.296194,,,0
Maltepe Carrefour,,Cevizli Mah.Tugay Yolu No: 73 Carrefoursa A.V.M. 212-213 Nolu Independent Departments Maltepe,,Istanbul Asia,,,Turkey,,40.919628,29.163916,,,0
Maltepe Merkez Carrefour,,Maltepe Carrefour Shopping Center Feyzullah Mah.Bağdat Cad.No: 50 Maltepe,,Istanbul Asia,,,Turkey,,40.931781,29.127642,,,0
Manavgat,,Antalya Cad.Yaşif Hisar Mah.İş Bank Yanı Manavgat,,Antalya,,,Turkey,,36.786965,31.444271,,,0
Manisa,,Utku Mahallesi Çimentepe Street No: 23 / A And B,,Manisa,,,Turkey,,38.613285,27.430187,,,0
Marmaris Harbor,,Tepe Mah. Kordon Cad. 8/C Marmaris,,Muğla,,,Turkey,,36.851633,28.27326,,,0
Mavişehir,,Blue City Egs Shopping Center Karsiyaka,,İzmir,,,Turkey,,38.470556,27.074944,,,0
mecidiyeköy,,Buyukdere Cad. Beyazit Han. No: 86 Mecidiyeköy,,Istanbul Europe,,,Turkey,,41.066483,29.003011,,,0
Mecidiyeköy Lawyers,,Buyukdere Cad. Hukukçular Sitesi Yanı No: 24 / 1_2,,Istanbul Europe,,,Turkey,,41.064618,28.993088,,,0
Myrtle,,Ismet Inonu Bulv.No:138Adventure Apt. Six,,Myrtle,,,Turkey,,36.790829,34.62405,,,0
Mersin Carrefour,,İsmet İnönü Bulvarı Limonluk Mah.Mersin Carrefour Tic.Merkezi Store No: R,,Myrtle,,,Turkey,,36.800364,34.594725,,,0
Mersin Forum,,Güvenevler Mah.20.Cadde 120/133 Forum Avm S Blok No: 10 Pk 33140,,Myrtle,,,Turkey,,36.784325,34.589577,,,0
Mersin Kipa,,Akkent Mah.Mersin Kipa Avm İnçi 2nd Floor 2nd Nolu Store,,Myrtle,,,Turkey,,36.768128,34.553078,,,0
Mersin Marina,,Eğri Çam Mah. Adnan Menderes Boulevard No: 33 / F D Block No: 26 Yenişehir,,Myrtle,,,Turkey,,36.771321,34.568863,,,0
Mersin Pozcu,,Güvenevler Mah. Gmk Bulvarı No: 386 / A Doğanyıldız Business Center No: 40 Yenişehir Pozcu,,Myrtle,,,Turkey,,36.781273,34.588099,,,0
Merter,,Çırpıcı Yolu 34720 Merter,,Istanbul Europe,,,Turkey,,41.001184,28.889103,,,0
Constitutionalism,,Meşrutiyet Cad.No: 15/34 Kızılay,,Ankara,,,Turkey,,39.918106,32.857253,,,0
Metro city,,Metro city Shopping Center Buyukdere Cad. No: 171/226 1.Levent,,Istanbul Europe,,,Turkey,,41.076289,29.01399,,,0
Metroport Avm,,Bahçelievler Metro Station Above Metroport Avm Pk 34180 Bahçelievler,,Istanbul Europe,,,Turkey,,40.995428,28.862305,,,0
Mimaroba,,Mimar Sinan Mah.Mustafa Kemal Cad.Çarıklı Business Center No: 9 Büyükçekmece,,Istanbul Europe,,,Turkey,,41.007703,28.537853,,,0
Mkm,,Akat Mah.Uğur Mumcu Cad.No: 8 Store 7 Akatlar / Besiktas,,Istanbul Europe,,,Turkey,,41.09227,29.02761,,,0
Muğla Park,,New Garage Road Bademlik Mevkii Park,,Muğla,,,Turkey,,37.210037,28.358013,,,0
Nevşehir Forum,,Bahçelievler Mah.Mustafa Parkmaksiz Cad.No:56/Ff13,,Nevsehir,,,Turkey,,38.635963,34.709271,,,0
Nigde,,Selcuk Mah. Dr. Sami Yagiz Cad  Asiller Apt. Alti No : 73,,Nigde,,,Turkey,,37.963496,34.669417,,,0
Nisantasi,,Rumeli Caddesi No: 2/2 Nişantaşı / Şişli,,Istanbul Europe,,,Turkey,,41.052014,28.991164,,,0
Nişantaşı Citys,,Teşvikiye Street No: 162 Citys Shopping Center 4th Floor 417 Şişli,,Istanbul Europe,,,Turkey,,41.050924,28.992498,,,0
Olıvıum Center,,Muammer Aksoy Boulevard Olivium Shopping Center Zeytinburnu Stadium Opposite Zeytinburnu,,Istanbul Europe,,,Turkey,,40.995225,28.910367,,,0
Ortakoy,,Muallim Naci Caddesi No: 47 / A Beşiktaş,,Istanbul Europe,,,Turkey,,41.048799,29.027691,,,0
Life,,Old London Asphalt Longevity Bakirkoy,,Istanbul Europe,,,Turkey,,40.998569,28.873971,,,0
Palladium AVM,,Barbaros Neighborhood Folk Street No: 8 Palladium AVM B8 -191 Ataşehir,,Istanbul Asia,,,Turkey,,40.985238,29.099609,,,0
Park Bornova,,Ankara Cad.No:19 / 30 Park Bornova Shopping Center Bornova,,İzmir,,,Turkey,,38.456833,27.246858,,,0
Pelican Mall,,University Mah. Pelican Mall Avm. hunters,,Istanbul Europe,,,Turkey,,40.990757,28.714583,,,0
Pendik Neomarin,,Kaynarca Mah.Tersane Kavşağı No: 9 2Kat 02 Nolu Store Pendik Avm,,Istanbul Asia,,,Turkey,,40.863842,29.273995,,,0
Pendik Beach,,East Mah.Ankara Cad.No:128 Pendik,,Istanbul Asia,,,Turkey,,40.876948,29.235625,,,0
Pendik Viaport,,Yenişehir Mah.Dedepaşa Cad.No:2 Viaport Avm No: 2 Store No: 29 Kurtköy / Pendik,,Istanbul Asia,,,Turkey,,40.936642,29.326095,,,0
Pendoria,,Çamçeşme Mah.Tarsan Cad.Fabrika Sok.Pendorya Avm No:5/121 A Pendik,,Istanbul Asia,,,Turkey,,40.866031,29.275308,,,0
Perla Vısta,,Yavuz Sultan Selim Boulevard Perlavista Avm Beykent Beylikdüzü,,Istanbul Europe,,,Turkey,,41.016139,28.626861,,,0
Profile,,Cemal Sahir No: 26-28 Mecidiyeköy,,Istanbul Europe,,,Turkey,,41.070049,29.001713,,,0
Sabiha Gökçen Airport Pöö,,Sabiha Gökçen International Airport 34192 Pendik,,Istanbul Asia,,,Turkey,,40.907439,29.316488,,,0
Sabiha Gökçen Airport Ps,,Sabiha Gökçen International Airport 34192 Pendik,,Istanbul Asia,,,Turkey,,40.907439,29.316488,,,0
Salihli Kipa,,Kipa Avm Sehitler Mah.Park Cad.No:63 31 Nolu Store Salihli,,Manisa,,,Turkey,,38.483023,28.124882,,,0
Samsun Atakum,,Mimar Sinan Mah. Alparslan Boulevard 3M Migros Yanı Türkiş / Atakum,,mastiff,,,Turkey,,41.331092,36.270055,,,0
Sapphire,,Çelik Tepe Neighborhood Büyükdere Caddesi 34330 Istanbul Sapphire,,Istanbul Europe,,,Turkey,,41.084742,29.00661,,,0
Sariyer,,Yeni Mahalle No: 11 Sarıyer,,Istanbul Europe,,,Turkey,,41.168402,29.057122,,,0
Sefaköy,,Safra Village Safra Mevkii Telsizleryolu No: 6 Shell Gas Station Sefaköy,,Istanbul Europe,,,Turkey,,40.996574,28.796599,,,0
Selçuk Tem,,Tabaş Recreational Facilities Health Village Volks İzmir Aydın Highway 76.Km Torbalı,,İzmir,,,Turkey,,38.070256,27.411201,,,0
Silivri Kipa,,Yeni Mah.General Ali İhsan Türkkan Cad.No:30/34 Kipa Avm Silivri,,Istanbul Europe,,,Turkey,,41.076765,28.251587,,,0
Silivri-Maxi,,"E5 Highway, Karaali Mevkii, Maxi Shop city - Silivri",,Istanbul Europe,,,Turkey,,41.08158,28.20436,,,0
Sirkeci,,Ankara Cad. No.221 Sirkeci,,Istanbul Europe,,,Turkey,,41.01541,28.975804,,,0
Sivas,,Istasyon Cad. Sabri Bey Apt. Alti  No : 18/C,,Sivas,,,Turkey,,39.747881,37.013107,,,0
Söğütözü,,Dumlupınar Boulevard (Eski Eskisehir Road) 7.KM No: 100 Halk Bankası Önü Söğütözü,,Ankara,,,Turkey,,39.909424,32.794756,,,0
Star City,,Köyaltı Mevki Merkez Mahallesi Değirmenbahçe Caddesi Kavak Sokak No: 2 (2-22) Star City Avm Yenibosna,,Istanbul Europe,,,Turkey,,41.011071,28.815779,,,0
Sultanbeyli,,Mehmet Akif Mah. Fatih Street. No: 105 Sultanbeyli,,Istanbul Asia,,,Turkey,,40.967039,29.267584,,,0
Süreyyapaşa,,Turgut Özal Bulvarı No: 193/10 Sahilyolu Süreyyapaşa Facilities Maltepe,,Istanbul Asia,,,Turkey,,40.926496,29.123883,,,0
Şanlıurfa Mosaic,,Esentepe Mah.Osmangazi Cad.Mozzaik Avm Yenişehir,,Sanliurfa,,,Turkey,,37.181463,38.806777,,,0
Şirinevler Meydan,,Saadettin Tandan Square Meriç Street No: 4 Şirinevler / Bahçelievler,,Istanbul Europe,,,Turkey,,40.992403,28.845425,,,0
Foggy,,Abide-I Hürriyet Cad. No: 280 Shell Petrol Station Side Sisli,,Istanbul Europe,,,Turkey,,41.065868,28.987212,,,0
partition,,Clerk Mustafa Çelebi Mah. Istiklal Cad. No: 1 Taksim / İstanbul,,Istanbul Europe,,,Turkey,,41.036201,28.984503,,,0
Taksim Demirören,,Taksim Demirören Shopping Center İstiklal Caddesi No: 50-54 Beyoğlu,,Istanbul Europe,,,Turkey,,41.034756,28.980265,,,0
Taksim Fitaş,,İstiklal Cad.No:12 Fitaş Pasajı Hanging Floor Beyoğlu,,Istanbul Europe,,,Turkey,,41.035824,28.982918,,,0
Tarabya,,Kireçburnu Cad.Haydarbey Apt.No:170/1 Tarabya,,Istanbul Europe,,,Turkey,,41.13882,29.053818,,,0
Enemies,,Ayditsu Mah.Tekira Avm Floor: 3 Köprübaşı,,Tekirdag,,,Turkey,,40.977292,27.503946,,,0
Tekirdag Maxi,,Köse İlyas Yolu Crossroad State Material Office Yanı Değirmen Alti Maxi Shoppıng Center,,Tekirdag,,,Turkey,,40.988505,27.57668,,,0
Tepe Nautilus Carrefour,,Ibrahim Agha Mah. Dinlenç Sk. No: 18 Nautilus A.V.M. 106 Nolu Independent Section Koşuyolu-Kadıköy,,Istanbul Asia,,,Turkey,,41.000192,29.032445,,,0
Terracity,,Fener Mah. Tekelioğlu Cad.1979 Street No: 2/055 Terracity Avm Muratpaşa,,Antalya,,,Turkey,,36.852276,30.756371,,,0
T et al.,,Gülbahar Hatun Mah.İnönü Cad.No:18 Atapark Shopping Center Atapark,,Trabzon,,,Turkey,,41.005524,39.716006,,,0
Trabzon Cevahir Avm,,Cumhuriyet Mah-Devlet Karayolu Cad. No: 19/84. Yomra,,Trabzon,,,Turkey,,40.967653,39.838202,,,0
Trabzon Forum Avm,,100.Yıl Parkı Yanı Forum Trabzon Avm 1 Block 08 Nolu Store,,Trabzon,,,Turkey,,41.000059,39.760305,,,0
Trabzon Square,,Kemerburgaz Mah.Maraş Cad.No:1,,Trabzon,,,Turkey,,41.005417,39.730068,,,0
Tunalı Hilmi,,Tunalı Hilmi Cad. No.110 Kavaklıdere,,Ankara,,,Turkey,,39.903158,32.860195,,,0
Tütünçiftlik,,Tem Otoyolu 76.Km Tütünçiftlik Mevkii,,Kocaeli,,,Turkey,,40.769325,29.798506,,,0
Servant,,Karun Shopping Center 4.Sigorta Cad.No:9 Floor: 2,,Servant,,,Turkey,,38.667418,29.400557,,,0
Umraniye M1 Square,,Fatih Sultan Mehmet District Balkan Street 243/62 Ümraniye,,Istanbul Asia,,,Turkey,,41.024131,29.126059,,,0
Uskudar,,Selmanağa Mah.Selman İpak Cad.No:16/2 Üsküdar,,Istanbul Asia,,,Turkey,,41.025487,29.016635,,,0
Uskudar Square,,Hakimiyet-İ Milliye Caddesi No: 78 / Üsküdar,,Istanbul Asia,,,Turkey,,41.023507,29.015577,,,0
Vatan Caddesi,,Arpa Emini Mah. Vatan Cad. No: 79 / A Aksaray,,Istanbul Europe,,,Turkey,,41.016398,28.940651,,,0
Yahya Captain,,Yahya Kaptan Mah.Akasya Cad.Arastapark Avm No: 3 -63 Izmit,,Kocaeli,,,Turkey,,40.766271,29.976383,,,0
Yalova Sculpture,,Rüstempaşa Mah.Cumhuriyet Cad.Huzur Sokak No: 41 / A Şenler Plaza,,Yalova,,,Turkey,,40.657876,29.269638,,,0
Yalova Kipa,,Kazım Karabekir Mah.Şehit Ömer Faydalı Cad.Kipa Avm No: 233 49 Nolu Store Thermal Yalova Road,,Yalova,,,Turkey,,40.653359,29.254928,,,0
yenimahalle,,Konya State Road 2. Km Migros Shopping Center No: 231 Floor: 2,,Ankara,,,Turkey,,39.950314,32.831638,,,0
Yenisahra Optimum,,Optımum Avm No: 174 Floor: 3 Yenisahra / İstanbul,,Istanbul Asia,,,Turkey,,40.987891,29.086326,,,0
Star Poas,,Turan Gunes Bulvarı No: 37 Star Petrol Ofisi in Çankaya,,Ankara,,,Turkey,,39.871476,32.861476,,,0
Zafer Plaza,,Zafer Meydanı Fire Brigade Yanı Cemal Nadir Cad.Zafer Plaza A.V.M.,,Bursa,,,Turkey,,40.187129,29.059498,,,0
Zeytinburnu 58.Bulvar,,Nuri Paşa Mahallesi 58.Bulvar Caddesi No: 148 Zeytinburnu,,Istanbul Europe,,,Turkey,,40.985837,28.904132,,,0
67 Shopping Mall,,İncivez Mah.Milli Egemenlik Cad.Demirpark Shopping Center No: 130,,Zonguldak,,,Turkey,,41.455675,31.764206,,,0
sultangazi,,Cebeci Neighborhood 1.Cebeci Road No: 5 / B Sultangazi,,Istanbul Europe,,,Turkey,,41.107678,28.861775,,,0
Diyarbakir 4,,Diyarbakir 4 Ninova Avm,,Diyarbakir,,,Turkey,,37.93494,40.202616,,,0
Bakırköy Ebuziye Caddesi,,Zeytinlik Mah. Ebuziya Cad. No: 24 / B Bakırköy,,Istanbul Europe,,,Turkey,,40.977585,28.874545,,,0
Çorlu Orion,,"Ali Paşa Mahallesi, Salih Omurtak Caddesi, Orion Shopping Center Top floor No: 61 / B 59850 Corlu",,Tekirdag,,,Turkey,,41.152273,27.830009,,,0
Carrefour,,Ismet Pasa Mah. Hüseyin Avni Baskı Sokak No: 17,,Canakkale,,,Turkey,,40.147993,26.410326,,,0
Kayseri Forum Shopping Mall,,Hunat Mah. Sivas Boulevard No: 24 / A Melikgazi,,Kayseri,,,Turkey,,38.723291,35.49662,,,0
Nata Vega Avm,,"Aksemsettın Mah. Doğukent Cad. No: 213-A. Mgz No: 2K189-190 Nata Vega AVM, Mamak",,Ankara,,,Turkey,,39.887475,32.935394,,,0
Eskisehir Özdilek,,Hoşnudiye Mah. Acibadem Sok. Eski Bağlar No: 20 Özdilek Shopping Center Tepebaşı,,Eskisehir,,,Turkey,,39.78418,30.497175,,,0
Kızılay Meydan Shopping Center,,Gazi Mustafa Kemal Blv. Kızılay Avm. Ground Floor Independent Section No: 1 Kızılay,,Ankara,,,Turkey,,39.921124,32.85331,,,0
Istanbul Forum 2 Subway Entrance,,Kocatepe Mah. Pasa Cad. Istanbul Forum AVM FF Bloc No: 99 Bayrampaşa,,Istanbul Europe,,,Turkey,,41.045972,28.898962,,,0
Ziyapaşa,,"Kurtuluş Mahallesi 64002 Sokak No: 2, Number 19 Workplace Seyhan",,Adana,,,Turkey,,36.997342,35.320754,,,0
Victory,,Hamidiye Mah. Alaaddin Boulevard M.Aksoy Site No: 3 / B Selçuklu,,Konya,,,Turkey,,37.871437,32.490193,,,0
Adnan Menderes PS,,Adnan Menderes Airport International Terminal After Passport,,İzmir,,,Turkey,,38.295191,27.147649,,,0
Ankara Sincan,,Atatürk Mah Lale cd. Meltem Sok. 34/2 Sincan,,Ankara,,,Turkey,,39.962972,32.584095,,,0
Ankara Nation,,Anafartalar Mah. Sanayi Cad. Ulus Business Hall G Block No: 6 / B Nation,,Ankara,,,Turkey,,39.940918,32.854545,,,0
Erzincan,,Ataturk Mah. Ordu Cad. No: 34,,Erzincan,,,Turkey,,39.749219,39.491472,,,0
Swollen Halaskargazi,,Halaskargazi Cad. No: 210 Swollen,,Istanbul Europe,,,Turkey,,41.06011,28.987569,,,0
Gaziemir,,Gaziemir Kipa,,İzmir,,,Turkey,,38.312644,27.143405,,,0
Tarsus,,Fevzi Cakmak Mah.Adana Cad.No: 57 Tarsu Avm Magaza No: 135 Tarsus,,Myrtle,,,Turkey,,36.920527,34.904388,,,0
Kocaeli,,Tem Highway 76.km Tütünçiftlik Place North Bp Gulf,,Kocaeli,,,Turkey,,40.774821,29.735627,,,0
Çemberlitas,,Binbirdirek Mah. Divan Yolu Cad. No:29 Çemberlitaş,,Istanbul Europe,,,Turkey,,41.008246,28.972213,,,0
Trump Towers Shopping Mall,,Mecidiyekoy Mah. Trump Towers AVM Store No: 3B / 53,,Istanbul Europe,,,Turkey,,41.067561,28.992364,,,0
Hoşdere,,Hoşdere Street No: 204 Çankaya,,Ankara,,,Turkey,,39.884949,32.851657,,,0
Cardium Shopping Mall,,Taşdelen Merkez Neighborhood Turgut Özal Bulvarı No: 127 Cardiem AVM Taşdelen / Çekmeköy,,Istanbul Asia,,,Turkey,,41.031761,29.227262,,,0
AVM of the region,,Aydın Yolu Atatürk Neighborhood No: 216 / G: 26 Novada Avm Söke,,Intellectual,,,Turkey,,37.767567,27.426276,,,0
Kids Mall Shopping Mall,,Kazim Dirik Mahallesi 367/6 Sokak No: 5C Kids Mall Avm Bornova,,İzmir,,,Turkey,,38.449869,27.210261,,,0
Bahçelievler,,Hasan Tahsin Street No: 47 Bahçelievler - Karabağlar,,İzmir,,,Turkey,,38.400936,27.114283,,,0
Beşyüzevler,,Eski Edirne Asfaltı No: 383-385 Beşyüzevler Bayrampaşa,,Istanbul Europe,,,Turkey,,41.073046,28.886871,,,0
Tuzla Sahil,,Cami Mahallesi Cumhuriyet Street No: 129 Tuzla Beach,,Istanbul Asia,,,Turkey,,40.815003,29.306357,,,0
Sancakpark,,İnönü Mah. Old Ankara Asfaltı No: 47 Sancaktepe,,Istanbul Asia,,,Turkey,,41.010244,29.21099,,,0
Eskule Shopping Mall,,Yenikent Neighborhood Dogan Arasli Boulevard No: 174 Eskule AVM Esenyurt,,Istanbul Europe,,,Turkey,,41.034533,28.680235,,,0
Kavacık,,Fatih Sultan Mehmet Street No: 20 Kavacık / Beykoz,,Istanbul Asia,,,Turkey,,41.093381,29.089314,,,0
Yunus Shopping Mall,,Buğday Pazarı Mah. Ahmet Talat Onay Boulevard No: 6 Yunus Avm Floor: 2 No: 110-111 Center,,Çankırı,,,Turkey,,40.598446,33.620659,,,0
Kepez,,Gürsu Mah. 10. Cad. Cinar Apt. No: 1-2 Konyaaltı,,Antalya,,,Turkey,,36.864163,30.632602,,,0
Ayvalık,,150 Evler Mahallesi 29 Mayıs Cad. No: 26 / 10-11 Ayvalik,,Balikesir,,,Turkey,,39.328307,26.712844,,,0
Bolu Highway,,"Ankara-İstanbul Oto Yolu 227 km Elmalık Mevkii, Elmalık Köyü No: 5 HighWay Outlet Avm. Cg No: 36",,Divided,,,Turkey,,40.722718,31.466096,,,0
Bulvar Avm,,Kale Neighborhood Bulvar Avm F Blok No: 20. İlkadami,,mastiff,,,Turkey,,41.288733,36.334383,,,0
Yakutia,,Up Mumcu Mah. Cumhuriyet Cad. No: 12 / A Yakutiye,,Erzurum,,,Turkey,,39.905684,41.268826,,,0
Magnesia Avm,,Get Laleli Neighborhood Buy Rıza Efendi Cad. No: 4 Magnesia Avm,,Manisa,,,Turkey,,38.616448,27.399252,,,0
Bodrum Midtown Shopping Center,,"Cumhuriyet Caddes, Kemer Mevkii No: 6 / 55-56 Midtown AVM Ortakent Bodrum",,Muğla,,,Turkey,,37.056685,27.360026,,,0
Kastamonu,,Aktekke Mah. Barboros Street Konak Business Center No: 18,,Kastamonu,,,Turkey,,41.381812,33.780379,,,0
From,,Kazim Karabekir Street Soydan Crossroads No: 2,,From,,,Turkey,,38.498623,43.393727,,,0
Alsancak 2 (Republic),,Şehit Nevres Boulevard No: 7 / A Alsancak,,İzmir,,,Turkey,,38.428715,27.136526,,,0
Sera Shopping Mall,,Akkent District Kütahya Eskişehir Highway No: 1 DK No: 1-39 B - 1-39 C 1-39 D,,Kutahya,,,Turkey,,39.4363,29.994994,,,0
Zonguldak Bazaar,,Meşrutiyet Mah. Long mehmet Cad. No: 5 5 Center,,Zonguldak,,,Turkey,,41.454636,31.788319,,,0
Balikesir Square,,Akıncılar Mah. Gazi Boulevard No: 57 / A,,Balikesir,,,Turkey,,39.647867,27.887903,,,0
Amasya,,Ziyapaşa Boulevard Adnan Özkök Business Center No: 2,,Amasya,,,Turkey,,40.836993,35.644321,,,0
Aqua Shopping Center,,Şenlikköy Mah. Halkalı Cad. Aqua AVM Shop No: 93 Floor 3/08 Florya,,Istanbul Europe,,,Turkey,,40.965917,28.797267,,,0
Central Red Crescent,,Muhittin Mah. Sculpture Square Şinasi Kurşun Cad. No: 4 Hüsrev Aktaş Kızılay Business Center Corlu,,Tekirdag,,,Turkey,,41.158359,27.804523,,,0
Efor AVM,,Kılıçarslan Mah. 11. Boulevard No: 43/118 Aksaray Efor Shopping Center,,Aksaray,,,Turkey,,38.368919,34.030563,,,0
Marmara Park Shopping Mall,,Güzelyurt Mah. 1. Sokak No: 33 / A Marmara Park Shopping Center Esenyurt,,Istanbul Europe,,,Turkey,,41.010934,28.658161,,,0
Golbasi,,Bahçelievler District 281. Skç No: 23/8-A Gölbaşı,,Ankara,,,Turkey,,39.787056,32.808921,,,0
Koçtaş Shopping Mall,,Koçtaş Shopping Center Fevzi Çakmak Mahallesi Up Beyazıt Caddesi No: 1Yenibosna / Bahçelievler,,Istanbul Europe,,,Turkey,,40.993337,28.833887,,,0
Mansion,,Mithat Paşa Street 830 Small Yalı Konak,,İzmir,,,Turkey,,38.402891,27.096389,,,0
Marmara Forum,,Marmara Forum Shopping Center Osmaniye Neighborhood Ekrem Kurt Boulevard E-5 Yolu Üzeri no: 58 Bakırköy,,Istanbul Europe,,,Turkey,,40.998115,28.886534,,,0
Center,,Faik Bey Caddesi Orta Kapı Mahallesi No: 67 Merkez,,Kars,,,Turkey,,40.610585,43.103219,,,0
narlıdere,,Mithatpaşa Cad.No: 313 Narlıdere,,İzmir,,,Turkey,,38.378447,26.897634,,,0
Kent Plaza Shopping Mall,,Bedir Mah. Ataseven Cad. Floor: 2 No: 233 Kent Plaza Shopping Center Selçuklu,,Konya,,,Turkey,,37.90502,32.49489,,,0
Center,,Düz Mahallesi Süleyman Felek Caddesi No: 26 Merkez,,Army,,,Turkey,,40.986467,37.877407,,,0
Kent Square,,Tabaklar Mahallesi Salim Gündoğan Caddesi No: 3 / 1C,,Divided,,,Turkey,,40.730929,31.600293,,,0
White World Mall,,Fener Neighborhood Tekelioğlu Street White World Shopping Center No: 15 Muratpaşa,,Antalya,,,Turkey,,36.855222,30.748236,,,0
Term,,Yenice Neighborhood Terme Avenue 182. Sokak No: 2 Kırşehir,,Kirsehir,,,Turkey,,39.140605,34.159401,,,0
Trakya University Balkan Campus,,Hasan Ali Yücel Boulevard Trakya University Balkan Campus Balkan Life Center,,Edirne,,,Turkey,,41.641089,26.613462,,,0
New city,,Yenişehir District Yenişehir SSK Caddesi Migros Yanı No: 1,,Mardin,,,Turkey,,37.31992,40.725268,,,0
Plato Shopping Mall,,Plato Shopping Center Fatih Boulevard Emir Street 2nd Floor No: M 70 Sultanbeyli,,Istanbul Asia,,,Turkey,,40.968812,29.260773,,,0
Stockade,,Tahıl Pazarı Mah. Şarampol Cad. Ömer Melli Business Center No: 8 Muratpaşa,,Antalya,,,Turkey,,36.891607,30.70333,,,0
jurists,,Mustafa Kemal Caddesi Behind Anatolian Courthouse Lawyers Delta C / 7 Eagle,,Istanbul Asia,,,Turkey,,40.911493,29.180918,,,0
Duzce,,Kültür Mahallesi Spor Sokak No: 25 / A 81010,,Duzce,,,Turkey,,40.840841,31.156378,,,0
Center,,Camişerif Mah. Istiklal Cad. No: 52 Mediterranean,,Myrtle,,,Turkey,,36.790829,34.62405,,,0
AVM of the region,,Dilek Sabancı Street Küçükbakkalköy Cemetery Novada AVM Block 2. 24 / A,,Istanbul Asia,,,Turkey,,40.986091,29.117959,,,0
Güneşlipark Shopping Mall,,Güneşli Mahallesi Koçman Caddesi No: 10/30 Güneşlipark Shopping Mall Güneşli,,Istanbul Europe,,,Turkey,,41.031822,28.824955,,,0
Edremit,,Mosque Vuslat Mahallesi Menderes Bulvarı No: 17 Balıkesir,,Balikesir,,,Turkey,,39.596077,26.96539,,,0
Fahri Kayhan Boulevard,,Çilesiz Neighborhood Fahri Kayhan Boulevard No: 64 Mgz No: 22-23 Green Park Houses,,Malatya,,,Turkey,,38.341337,38.26437,,,0
